codigo_sku,nome_peca,fabricante,quantidade_estoque,localizacao_corredor,preco_venda
SCR-50713-X,Vela de Ignição Fram - Hilux,Fram,122,COR-7-C,400.15
SCR-45419-B,Bateria 60Ah NGK - Onix,NGK,128,COR-13-B,524.1
SCR-86124-X,Cabo de Vela Bosch - Fiat Uno,Bosch,89,COR-13-C,666.94
SCR-65306-A,Lâmpada H4 Cofap - Fiat Uno,Cofap,120,COR-15-B,699.46
SCR-73285-X,Vela de Ignição Monroe - Palio,Monroe,126,COR-15-C,475.81
SCR-85382-B,Cabo de Vela NGK - Fiat Uno,NGK,99,COR-9-B,1031.85
SCR-35762-X,Correia Dentada Fram - Gol G5,Fram,60,COR-19-A,208.86
SCR-52050-A,Pivô de Suspensão Monroe - Palio,Monroe,62,COR-5-C,1066.64
SCR-90682-A,Sensor de Oxigênio Monroe - Palio,Monroe,97,COR-6-B,924.36
SCR-45894-B,Pivô de Suspensão Cofap - Hilux,Cofap,138,COR-5-A,1151.48
SCR-86062-X,Cabo de Vela Monroe - Corolla,Monroe,97,COR-4-A,583.31
SCR-66116-A,Junta Homocinética Fram - Compass,Fram,110,COR-11-A,945.02
SCR-43690-A,Amortecedor NGK - Civic,NGK,72,COR-7-A,885.29
SCR-45919-X,Pastilha de Freio Cofap - Fiat Uno,Cofap,97,COR-18-A,371.21
SCR-49322-A,Lâmpada H4 Cofap - Hilux,Cofap,16,COR-10-A,564.17
SCR-34748-X,Correia Dentada Bosch - Gol G5,Bosch,72,COR-11-A,1044.05
SCR-17923-B,Vela de Ignição Cofap - Compass,Cofap,60,COR-20-C,1080.26
SCR-13311-A,Correia Dentada Cofap - Onix,Cofap,2,COR-16-A,200.46
SCR-41379-B,Bateria 60Ah Monroe - Palio,Monroe,8,COR-19-C,533.23
SCR-87587-A,Correia Dentada Monroe - Hilux,Monroe,78,COR-8-A,944.54
SCR-50938-B,Vela de Ignição Nakata - Civic,Nakata,148,COR-14-A,1163.23
SCR-83854-X,Amortecedor NGK - Corolla,NGK,61,COR-7-A,416.06
SCR-80703-A,Lâmpada H4 Nakata - Hilux,Nakata,141,COR-13-B,772.19
SCR-21357-X,Filtro de Óleo Monroe - Palio,Monroe,65,COR-12-C,189.01
SCR-93454-A,Filtro de Óleo Magneti Marelli - Corolla,Magneti Marelli,150,COR-12-B,200.21
SCR-61970-A,Lâmpada H4 Moura - Hilux,Moura,4,COR-12-A,432.35
SCR-88081-A,Pivô de Suspensão Bosch - Compass,Bosch,114,COR-9-B,1029.87
SCR-28163-B,Lâmpada H4 Bosch - Hilux,Bosch,22,COR-19-C,198.38
SCR-65294-X,Pivô de Suspensão Magneti Marelli - Hilux,Magneti Marelli,81,COR-6-B,400.38
SCR-56695-X,Cabo de Vela Monroe - Compass,Monroe,118,COR-12-B,896.67
SCR-48605-B,Correia Dentada Bosch - HB20,Bosch,94,COR-17-B,1171.73
SCR-12929-X,Lâmpada H4 Magneti Marelli - Gol G5,Magneti Marelli,73,COR-3-A,1071.23
SCR-68247-X,Cabo de Vela Fram - Fiat Uno,Fram,86,COR-12-B,214.02
SCR-61694-B,Correia Dentada Monroe - Palio,Monroe,45,COR-13-A,1043.2
SCR-52515-X,Sensor de Oxigênio Fram - HB20,Fram,148,COR-9-A,457.37
SCR-51803-X,Cabo de Vela Monroe - Onix,Monroe,117,COR-1-A,790.13
SCR-35962-B,Correia Dentada Fram - Palio,Fram,58,COR-2-C,521.7
SCR-28242-X,Pivô de Suspensão Cofap - Civic,Cofap,108,COR-4-A,941.19
SCR-71064-A,Vela de Ignição Nakata - Hilux,Nakata,0,COR-13-B,1158.91
SCR-48177-X,Vela de Ignição Bosch - Corolla,Bosch,67,COR-19-A,709.06
SCR-22915-X,Junta Homocinética Monroe - Onix,Monroe,66,COR-7-C,227.04
SCR-93983-X,Sensor de Oxigênio NGK - Hilux,NGK,26,COR-3-A,397.14
SCR-63147-A,Bomba d'Água Nakata - Fiat Uno,Nakata,28,COR-3-C,1069.63
SCR-17847-A,Radiador Moura - Civic,Moura,83,COR-10-A,373.43
SCR-20656-B,Pastilha de Freio Bosch - Palio,Bosch,62,COR-9-B,895.27
SCR-22953-A,Lâmpada H4 Fram - HB20,Fram,101,COR-6-B,85.86
SCR-34719-X,Pastilha de Freio Fram - Corolla,Fram,50,COR-4-B,163.86
SCR-46937-B,Pastilha de Freio Bosch - Onix,Bosch,81,COR-18-C,860.34
SCR-12328-B,Cabo de Vela Nakata - Corolla,Nakata,112,COR-11-B,343.53
SCR-70503-B,Junta Homocinética Moura - Palio,Moura,111,COR-10-A,125.19
SCR-46417-A,Junta Homocinética Fram - Civic,Fram,140,COR-7-A,328.23
SCR-43154-B,Radiador Magneti Marelli - Onix,Magneti Marelli,54,COR-20-B,586.49
SCR-39084-A,Pivô de Suspensão Nakata - Civic,Nakata,125,COR-14-A,547.71
SCR-45866-X,Junta Homocinética NGK - HB20,NGK,112,COR-12-C,640.44
SCR-55891-A,Lâmpada H4 Nakata - Palio,Nakata,31,COR-7-C,170.85
SCR-45727-X,Amortecedor Fram - Hilux,Fram,88,COR-1-A,597.53
SCR-74344-X,Pivô de Suspensão Bosch - Hilux,Bosch,57,COR-16-A,1037.86
SCR-37276-A,Junta Homocinética Bosch - Hilux,Bosch,108,COR-17-C,239.23
SCR-98768-B,Amortecedor NGK - Fiat Uno,NGK,87,COR-19-C,103.21
SCR-64589-B,Disco de Freio Cofap - Compass,Cofap,40,COR-2-A,254.81
SCR-23932-A,Lâmpada H4 NGK - Corolla,NGK,126,COR-14-C,882.51
SCR-59774-A,Amortecedor Monroe - HB20,Monroe,127,COR-16-A,614.28
SCR-26439-A,Cabo de Vela Fram - Gol G5,Fram,66,COR-1-A,1106.85
SCR-88976-X,Lâmpada H4 Moura - Corolla,Moura,128,COR-15-C,81.9
SCR-89696-B,Radiador Fram - Palio,Fram,30,COR-17-B,363.15
SCR-93773-X,Bomba d'Água Nakata - Gol G5,Nakata,77,COR-11-B,962.66
SCR-76385-B,Bateria 60Ah NGK - Onix,NGK,78,COR-12-C,320.73
SCR-55332-A,Pastilha de Freio Moura - Corolla,Moura,134,COR-9-B,814.13
SCR-88270-B,Lâmpada H4 Nakata - Fiat Uno,Nakata,134,COR-12-B,1020.73
SCR-93920-B,Pivô de Suspensão NGK - Onix,NGK,58,COR-12-B,613.54
SCR-49793-X,Filtro de Óleo Moura - Gol G5,Moura,82,COR-7-C,773.16
SCR-69790-A,Bomba d'Água Fram - HB20,Fram,40,COR-6-B,701.85
SCR-75244-X,Sensor de Oxigênio Cofap - HB20,Cofap,57,COR-18-C,676.56
SCR-27491-B,Cabo de Vela Cofap - Hilux,Cofap,19,COR-15-B,134.6
SCR-97934-A,Filtro de Óleo Magneti Marelli - Gol G5,Magneti Marelli,45,COR-19-A,800.51
SCR-35719-B,Pastilha de Freio Fram - HB20,Fram,79,COR-11-A,200.62
SCR-25967-B,Lâmpada H4 Bosch - Gol G5,Bosch,143,COR-9-C,857.8
SCR-33729-A,Bateria 60Ah Nakata - Corolla,Nakata,116,COR-17-B,41.4
SCR-91822-A,Bomba d'Água Bosch - Gol G5,Bosch,123,COR-7-B,1146.21
SCR-56167-X,Palheta Nakata - Hilux,Nakata,12,COR-5-B,993.08
SCR-44330-X,Sensor de Oxigênio Cofap - Corolla,Cofap,3,COR-1-C,929.5
SCR-27800-A,Bomba d'Água Fram - Corolla,Fram,100,COR-8-A,624.58
SCR-58435-A,Filtro de Óleo Fram - HB20,Fram,108,COR-12-B,252.8
SCR-79689-A,Vela de Ignição Cofap - Compass,Cofap,118,COR-9-C,1079.91
SCR-41710-B,Bateria 60Ah Monroe - Onix,Monroe,139,COR-6-A,590.55
SCR-17654-B,Cabo de Vela Bosch - HB20,Bosch,92,COR-11-A,1120.36
SCR-14853-B,Bomba d'Água Cofap - Palio,Cofap,129,COR-15-B,745.46
SCR-71603-X,Pastilha de Freio NGK - Fiat Uno,NGK,128,COR-18-B,1182.46
SCR-72870-X,Radiador Moura - HB20,Moura,0,COR-18-A,277.22
SCR-72448-X,Correia Dentada Bosch - Gol G5,Bosch,3,COR-16-B,761.3
SCR-95432-A,Cabo de Vela Bosch - Fiat Uno,Bosch,42,COR-3-C,561.86
SCR-44283-X,Filtro de Óleo Moura - HB20,Moura,114,COR-8-C,567.44
SCR-27331-B,Pivô de Suspensão Nakata - Civic,Nakata,22,COR-10-B,903.45
SCR-95205-B,Disco de Freio Nakata - HB20,Nakata,57,COR-8-C,1012.84
SCR-13626-X,Cabo de Vela Monroe - Corolla,Monroe,6,COR-10-C,246.54
SCR-14090-A,Bomba d'Água Fram - Civic,Fram,54,COR-20-A,918.3
SCR-34118-X,Amortecedor Monroe - Compass,Monroe,88,COR-1-A,964.78
SCR-96601-A,Cabo de Vela Bosch - Hilux,Bosch,47,COR-13-B,833.43
SCR-45562-B,Bomba d'Água Monroe - Fiat Uno,Monroe,96,COR-8-B,1183.86
SCR-56230-X,Junta Homocinética Fram - Compass,Fram,128,COR-2-B,185.23
SCR-47611-B,Disco de Freio Cofap - HB20,Cofap,37,COR-11-A,435.86
SCR-94856-X,Pastilha de Freio Moura - Gol G5,Moura,59,COR-14-A,649.33
SCR-59941-X,Vela de Ignição Moura - Hilux,Moura,100,COR-1-A,481.83
SCR-11733-A,Junta Homocinética Fram - Corolla,Fram,5,COR-10-C,567.27
SCR-17225-A,Cabo de Vela Magneti Marelli - Onix,Magneti Marelli,138,COR-14-A,912.54
SCR-46911-X,Junta Homocinética Moura - Onix,Moura,3,COR-17-B,105.56
SCR-27490-B,Pivô de Suspensão Magneti Marelli - Compass,Magneti Marelli,128,COR-13-B,836.0
SCR-25275-B,Amortecedor Bosch - Fiat Uno,Bosch,2,COR-18-A,799.22
SCR-47567-X,Sensor de Oxigênio Moura - Corolla,Moura,32,COR-8-B,433.7
SCR-74794-B,Pivô de Suspensão Bosch - Palio,Bosch,149,COR-7-A,1101.29
SCR-79893-A,Amortecedor Nakata - Fiat Uno,Nakata,146,COR-11-C,312.97
SCR-73234-A,Disco de Freio Fram - Fiat Uno,Fram,133,COR-10-A,200.27
SCR-73184-B,Pastilha de Freio Bosch - HB20,Bosch,79,COR-4-B,621.53
SCR-33176-A,Vela de Ignição Bosch - Corolla,Bosch,58,COR-9-B,1139.14
SCR-28390-A,Junta Homocinética Cofap - Palio,Cofap,12,COR-6-A,29.94
SCR-80403-X,Sensor de Oxigênio NGK - Onix,NGK,44,COR-6-B,858.42
SCR-92264-A,Radiador Magneti Marelli - Onix,Magneti Marelli,28,COR-16-A,281.41
SCR-42660-A,Pivô de Suspensão Bosch - Gol G5,Bosch,102,COR-17-B,524.96
SCR-34181-X,Disco de Freio Nakata - Civic,Nakata,28,COR-11-C,779.78
SCR-50463-A,Bomba d'Água Moura - Corolla,Moura,122,COR-20-B,898.43
SCR-88709-X,Junta Homocinética Moura - HB20,Moura,132,COR-12-A,317.7
SCR-90321-X,Bateria 60Ah Monroe - Gol G5,Monroe,22,COR-8-B,312.14
SCR-71851-X,Palheta Bosch - Corolla,Bosch,32,COR-9-A,1175.52
SCR-89166-A,Amortecedor Moura - Palio,Moura,78,COR-9-C,1086.88
SCR-65797-A,Bateria 60Ah Nakata - Gol G5,Nakata,9,COR-4-B,791.2
SCR-15800-B,Disco de Freio Cofap - Fiat Uno,Cofap,32,COR-10-B,878.34
SCR-16790-B,Correia Dentada Moura - Fiat Uno,Moura,117,COR-19-A,796.52
SCR-81137-X,Radiador Nakata - Civic,Nakata,101,COR-2-A,988.84
SCR-33178-A,Disco de Freio Moura - Corolla,Moura,97,COR-19-A,484.0
SCR-49014-B,Disco de Freio Moura - Palio,Moura,53,COR-8-C,1156.03
SCR-30035-B,Filtro de Óleo Nakata - Civic,Nakata,96,COR-17-A,56.62
SCR-25553-A,Junta Homocinética NGK - Civic,NGK,20,COR-17-A,765.28
SCR-50653-A,Bateria 60Ah Monroe - Fiat Uno,Monroe,75,COR-10-A,140.24
SCR-26883-X,Correia Dentada Magneti Marelli - Corolla,Magneti Marelli,101,COR-1-A,871.72
SCR-86448-B,Vela de Ignição Cofap - Fiat Uno,Cofap,149,COR-19-B,334.96
SCR-11953-X,Sensor de Oxigênio Nakata - Compass,Nakata,29,COR-14-C,637.98
SCR-26941-X,Lâmpada H4 Moura - Fiat Uno,Moura,35,COR-4-A,160.45
SCR-53268-X,Bateria 60Ah Nakata - Gol G5,Nakata,103,COR-20-A,96.75
SCR-95943-B,Correia Dentada NGK - Fiat Uno,NGK,83,COR-6-C,1029.24
SCR-86439-X,Bomba d'Água Bosch - Hilux,Bosch,74,COR-14-A,1184.46
SCR-74119-A,Cabo de Vela Fram - HB20,Fram,32,COR-4-A,43.22
SCR-22165-X,Cabo de Vela Moura - HB20,Moura,80,COR-12-C,753.83
SCR-50352-A,Bomba d'Água Bosch - Civic,Bosch,72,COR-20-B,1151.79
SCR-39117-A,Pivô de Suspensão Monroe - Hilux,Monroe,89,COR-20-C,35.33
SCR-75308-A,Pivô de Suspensão NGK - HB20,NGK,139,COR-2-B,900.99
SCR-68797-X,Sensor de Oxigênio Moura - Gol G5,Moura,130,COR-8-A,776.63
SCR-29714-B,Sensor de Oxigênio Nakata - Palio,Nakata,16,COR-19-A,1149.39
SCR-57479-X,Vela de Ignição Fram - Civic,Fram,79,COR-20-A,537.14
SCR-25289-A,Bomba d'Água Magneti Marelli - Gol G5,Magneti Marelli,38,COR-11-B,327.34
SCR-32112-X,Palheta Monroe - HB20,Monroe,9,COR-6-B,79.29
SCR-47184-A,Filtro de Óleo Magneti Marelli - Corolla,Magneti Marelli,48,COR-16-A,697.46
SCR-83318-A,Radiador Moura - Onix,Moura,140,COR-2-A,1190.74
SCR-79582-B,Amortecedor NGK - Hilux,NGK,37,COR-14-C,741.21
SCR-57086-B,Radiador Fram - Civic,Fram,44,COR-19-C,937.64
SCR-13789-A,Pivô de Suspensão Magneti Marelli - Gol G5,Magneti Marelli,130,COR-18-A,987.41
SCR-36215-X,Radiador NGK - HB20,NGK,106,COR-19-A,1063.97
SCR-21730-A,Palheta Fram - Hilux,Fram,112,COR-17-B,729.64
SCR-16287-A,Bateria 60Ah Fram - Fiat Uno,Fram,46,COR-8-A,992.29
SCR-62911-B,Filtro de Óleo Nakata - Compass,Nakata,139,COR-9-A,171.05
SCR-53890-A,Bomba d'Água Monroe - Fiat Uno,Monroe,42,COR-7-A,320.2
SCR-95721-X,Pastilha de Freio Moura - Onix,Moura,144,COR-4-B,688.01
SCR-25286-B,Filtro de Óleo Magneti Marelli - Gol G5,Magneti Marelli,150,COR-10-A,643.27
SCR-97005-X,Cabo de Vela Bosch - Gol G5,Bosch,124,COR-20-A,172.51
SCR-57873-X,Bateria 60Ah Nakata - Corolla,Nakata,67,COR-15-B,240.21
SCR-89962-B,Bateria 60Ah Magneti Marelli - Palio,Magneti Marelli,125,COR-14-B,946.46
SCR-99383-X,Correia Dentada Monroe - Civic,Monroe,73,COR-6-B,1132.93
SCR-17433-A,Radiador Fram - HB20,Fram,41,COR-15-B,99.85
SCR-26218-A,Correia Dentada Nakata - Onix,Nakata,99,COR-12-B,245.88
SCR-89865-X,Pastilha de Freio Magneti Marelli - Onix,Magneti Marelli,33,COR-2-A,772.73
SCR-59526-A,Junta Homocinética Moura - Onix,Moura,31,COR-16-B,787.1
SCR-42553-B,Pivô de Suspensão Cofap - HB20,Cofap,112,COR-17-C,620.36
SCR-16755-X,Filtro de Óleo Moura - Gol G5,Moura,42,COR-7-B,361.86
SCR-65770-X,Bomba d'Água Fram - Compass,Fram,18,COR-6-A,603.74
SCR-18668-B,Palheta Nakata - Civic,Nakata,18,COR-15-B,853.67
SCR-70317-B,Cabo de Vela Bosch - Compass,Bosch,121,COR-3-A,635.1
SCR-96900-B,Lâmpada H4 NGK - Hilux,NGK,14,COR-16-B,76.97
SCR-90061-B,Pastilha de Freio Bosch - Hilux,Bosch,89,COR-20-B,21.98
SCR-63236-B,Amortecedor Bosch - Corolla,Bosch,34,COR-14-C,1077.69
SCR-20046-B,Vela de Ignição NGK - Civic,NGK,120,COR-8-B,123.11
SCR-54106-X,Palheta Bosch - Compass,Bosch,144,COR-7-A,1124.91
SCR-59138-X,Junta Homocinética Magneti Marelli - Onix,Magneti Marelli,93,COR-2-A,668.7
SCR-54130-B,Lâmpada H4 NGK - Palio,NGK,93,COR-4-C,872.29
SCR-85170-X,Pastilha de Freio Cofap - Compass,Cofap,19,COR-20-B,272.49
SCR-16931-A,Palheta Cofap - Onix,Cofap,91,COR-4-A,131.27
SCR-93782-B,Sensor de Oxigênio Bosch - Compass,Bosch,37,COR-9-A,641.87
SCR-43983-B,Bomba d'Água Cofap - Fiat Uno,Cofap,28,COR-7-B,133.92
SCR-29020-A,Radiador Moura - Hilux,Moura,45,COR-11-A,457.83
SCR-21867-X,Correia Dentada Bosch - Palio,Bosch,9,COR-1-B,1143.95
SCR-24027-B,Correia Dentada Nakata - Onix,Nakata,44,COR-10-C,396.24
SCR-11144-X,Sensor de Oxigênio Nakata - Compass,Nakata,20,COR-6-C,569.93
SCR-71712-X,Pastilha de Freio Monroe - HB20,Monroe,49,COR-6-B,490.95
SCR-10941-X,Disco de Freio Bosch - Gol G5,Bosch,63,COR-19-C,621.68
SCR-41937-A,Palheta Fram - Corolla,Fram,74,COR-1-C,655.52
SCR-27737-A,Vela de Ignição Nakata - Compass,Nakata,77,COR-5-B,220.61
SCR-60593-A,Cabo de Vela Nakata - Hilux,Nakata,148,COR-6-C,138.84
SCR-42046-X,Vela de Ignição Magneti Marelli - Corolla,Magneti Marelli,73,COR-7-C,744.36
SCR-48503-B,Pivô de Suspensão Monroe - Gol G5,Monroe,19,COR-9-B,118.28
SCR-67211-A,Cabo de Vela NGK - Palio,NGK,12,COR-18-C,124.14
SCR-55476-B,Radiador Nakata - Civic,Nakata,138,COR-4-C,387.19
SCR-13928-B,Correia Dentada Magneti Marelli - Civic,Magneti Marelli,143,COR-8-C,475.47
SCR-33577-X,Radiador Magneti Marelli - Gol G5,Magneti Marelli,96,COR-3-C,636.9
SCR-56409-X,Disco de Freio Nakata - Compass,Nakata,13,COR-14-C,414.54
SCR-96210-X,Bomba d'Água NGK - HB20,NGK,75,COR-11-B,935.65
SCR-65515-X,Radiador Fram - Gol G5,Fram,8,COR-3-A,926.66
SCR-89953-B,Correia Dentada Monroe - Compass,Monroe,8,COR-14-A,802.39
SCR-80810-A,Sensor de Oxigênio Moura - Corolla,Moura,3,COR-11-C,1087.18
SCR-62119-X,Pivô de Suspensão Nakata - Civic,Nakata,104,COR-19-A,201.22
SCR-70835-X,Lâmpada H4 Monroe - HB20,Monroe,61,COR-17-A,363.84
SCR-93126-B,Filtro de Óleo Fram - Civic,Fram,114,COR-6-C,842.5
SCR-56783-B,Pastilha de Freio NGK - Gol G5,NGK,141,COR-1-C,512.64
SCR-60229-A,Disco de Freio Bosch - Fiat Uno,Bosch,107,COR-7-B,940.62
SCR-94853-B,Filtro de Óleo Cofap - HB20,Cofap,103,COR-14-C,1108.55
SCR-82105-A,Palheta Cofap - Palio,Cofap,3,COR-4-B,501.3
SCR-55050-B,Radiador Bosch - Palio,Bosch,109,COR-10-A,1158.99
SCR-97698-X,Palheta NGK - Corolla,NGK,37,COR-3-B,584.14
SCR-82018-X,Bateria 60Ah Monroe - Gol G5,Monroe,130,COR-17-B,745.81
SCR-28766-A,Bateria 60Ah Fram - Compass,Fram,10,COR-20-A,1030.33
SCR-70787-B,Bomba d'Água Fram - Gol G5,Fram,2,COR-7-B,733.68
SCR-98529-A,Lâmpada H4 NGK - Palio,NGK,39,COR-1-B,820.49
SCR-38702-X,Cabo de Vela Fram - Onix,Fram,112,COR-15-C,290.93
SCR-22092-X,Pivô de Suspensão Nakata - Hilux,Nakata,108,COR-3-B,1040.49
SCR-80805-B,Palheta Fram - Compass,Fram,88,COR-9-A,145.79
SCR-50894-X,Sensor de Oxigênio Monroe - Corolla,Monroe,54,COR-17-B,737.93
SCR-61470-B,Radiador Monroe - Corolla,Monroe,73,COR-18-A,1148.29
SCR-37246-B,Bateria 60Ah Nakata - Civic,Nakata,89,COR-17-A,799.0
SCR-41206-B,Vela de Ignição Cofap - Fiat Uno,Cofap,118,COR-20-A,1194.45
SCR-64883-A,Pastilha de Freio Fram - Civic,Fram,78,COR-16-A,508.3
SCR-59831-X,Pastilha de Freio NGK - Gol G5,NGK,146,COR-11-A,287.51
SCR-55300-B,Lâmpada H4 Nakata - Hilux,Nakata,148,COR-7-C,19.14
SCR-91492-B,Bomba d'Água Nakata - Gol G5,Nakata,84,COR-7-C,435.67
SCR-75274-X,Filtro de Óleo Fram - HB20,Fram,82,COR-17-B,383.26
SCR-60857-X,Vela de Ignição Cofap - Hilux,Cofap,0,COR-14-C,536.02
SCR-32716-B,Palheta Fram - Onix,Fram,89,COR-13-C,742.54
SCR-68228-A,Sensor de Oxigênio Magneti Marelli - Corolla,Magneti Marelli,8,COR-14-B,1112.12
SCR-57374-B,Sensor de Oxigênio Moura - Civic,Moura,35,COR-4-C,497.0
SCR-45982-B,Filtro de Óleo Moura - Corolla,Moura,6,COR-12-B,17.84
SCR-88118-B,Disco de Freio Fram - Corolla,Fram,82,COR-18-A,389.45
SCR-87492-X,Sensor de Oxigênio Nakata - HB20,Nakata,38,COR-12-C,299.15
SCR-56486-B,Bateria 60Ah NGK - Palio,NGK,26,COR-2-B,505.68
SCR-72029-A,Radiador NGK - Civic,NGK,91,COR-10-B,464.49
SCR-69784-B,Junta Homocinética Cofap - Gol G5,Cofap,90,COR-7-B,859.51
SCR-20280-A,Cabo de Vela Moura - Onix,Moura,81,COR-3-C,545.7
SCR-65904-A,Cabo de Vela Fram - Hilux,Fram,90,COR-12-B,151.49
SCR-72118-B,Disco de Freio Moura - Fiat Uno,Moura,60,COR-12-A,1030.35
SCR-76053-B,Amortecedor Cofap - Corolla,Cofap,24,COR-10-B,629.01
SCR-49778-B,Correia Dentada Magneti Marelli - Compass,Magneti Marelli,135,COR-2-C,1022.2
SCR-31847-X,Correia Dentada Bosch - Compass,Bosch,108,COR-3-B,169.08
SCR-76807-B,Cabo de Vela Nakata - Palio,Nakata,18,COR-6-A,1016.91
SCR-71706-X,Correia Dentada Fram - Civic,Fram,113,COR-2-C,1022.05
SCR-19597-B,Vela de Ignição Magneti Marelli - Palio,Magneti Marelli,101,COR-7-B,495.75
SCR-74193-A,Radiador Magneti Marelli - Hilux,Magneti Marelli,68,COR-13-A,122.34
SCR-39194-B,Junta Homocinética NGK - Onix,NGK,131,COR-9-A,890.36
SCR-12680-A,Correia Dentada Cofap - Fiat Uno,Cofap,35,COR-12-B,754.59
SCR-47444-A,Lâmpada H4 Fram - Onix,Fram,37,COR-19-C,756.38
SCR-16251-B,Disco de Freio Magneti Marelli - Compass,Magneti Marelli,133,COR-13-C,975.06
SCR-22692-B,Radiador Magneti Marelli - Civic,Magneti Marelli,100,COR-13-A,888.04
SCR-32748-X,Amortecedor Fram - HB20,Fram,25,COR-10-A,1031.49
SCR-70127-B,Disco de Freio Nakata - Hilux,Nakata,61,COR-19-B,1020.89
SCR-11819-B,Correia Dentada Nakata - Onix,Nakata,46,COR-7-B,589.42
SCR-10473-X,Palheta Nakata - Fiat Uno,Nakata,84,COR-12-A,475.92
SCR-85863-B,Pivô de Suspensão NGK - HB20,NGK,60,COR-17-C,706.11
SCR-13179-X,Bateria 60Ah Nakata - Corolla,Nakata,72,COR-4-A,1153.51
SCR-17083-A,Disco de Freio NGK - Compass,NGK,76,COR-12-A,924.78
SCR-97456-A,Bomba d'Água Moura - Palio,Moura,19,COR-6-A,658.4
SCR-84021-A,Sensor de Oxigênio Bosch - Compass,Bosch,34,COR-5-B,1107.81
SCR-77730-A,Filtro de Óleo Nakata - Onix,Nakata,100,COR-1-C,738.59
SCR-91753-X,Amortecedor NGK - Hilux,NGK,109,COR-3-A,810.57
SCR-88318-X,Filtro de Óleo Cofap - HB20,Cofap,16,COR-14-B,975.25
SCR-20608-B,Radiador Monroe - Fiat Uno,Monroe,75,COR-20-A,713.64
SCR-62568-A,Amortecedor Monroe - Hilux,Monroe,66,COR-17-B,665.67
SCR-75957-X,Radiador Fram - Palio,Fram,41,COR-13-B,876.41
SCR-34663-A,Palheta Bosch - HB20,Bosch,118,COR-20-C,218.74
SCR-28717-X,Palheta Magneti Marelli - Gol G5,Magneti Marelli,13,COR-9-A,288.18
SCR-72898-A,Palheta Monroe - Corolla,Monroe,112,COR-18-A,1089.14
SCR-14112-B,Disco de Freio Fram - Corolla,Fram,76,COR-15-B,286.61
SCR-29374-X,Sensor de Oxigênio NGK - Corolla,NGK,35,COR-12-A,37.15
SCR-51640-A,Radiador NGK - Fiat Uno,NGK,34,COR-6-B,283.64
SCR-18320-B,Pivô de Suspensão NGK - Hilux,NGK,144,COR-12-A,684.57
SCR-69445-A,Disco de Freio Magneti Marelli - Fiat Uno,Magneti Marelli,128,COR-10-B,1183.3
SCR-24598-B,Bomba d'Água Nakata - Onix,Nakata,133,COR-4-A,359.91
SCR-72618-B,Palheta Monroe - Fiat Uno,Monroe,110,COR-11-C,798.55
SCR-29578-B,Bomba d'Água Magneti Marelli - Onix,Magneti Marelli,47,COR-4-C,802.39
SCR-40707-X,Cabo de Vela Cofap - Corolla,Cofap,49,COR-18-C,635.22
SCR-26452-A,Disco de Freio Moura - Compass,Moura,122,COR-4-A,484.71
SCR-79854-B,Sensor de Oxigênio Bosch - Hilux,Bosch,39,COR-15-A,1034.17
SCR-95990-X,Vela de Ignição Bosch - Fiat Uno,Bosch,128,COR-13-C,532.6
SCR-40035-B,Filtro de Óleo Magneti Marelli - Onix,Magneti Marelli,117,COR-11-C,300.04
SCR-80850-X,Lâmpada H4 Moura - Compass,Moura,66,COR-15-B,269.86
SCR-12648-B,Lâmpada H4 Moura - Compass,Moura,144,COR-16-A,1193.27
SCR-85207-A,Pivô de Suspensão Nakata - Palio,Nakata,125,COR-19-C,565.16
SCR-56440-A,Pivô de Suspensão NGK - Civic,NGK,133,COR-7-A,130.43
SCR-37946-X,Amortecedor Cofap - Civic,Cofap,11,COR-13-B,1079.91
SCR-38434-X,Vela de Ignição Monroe - Corolla,Monroe,56,COR-15-C,1032.67
SCR-76789-X,Amortecedor Bosch - Onix,Bosch,44,COR-14-B,354.89
SCR-56230-B,Filtro de Óleo Bosch - HB20,Bosch,121,COR-5-B,621.52
SCR-12241-X,Bomba d'Água Magneti Marelli - HB20,Magneti Marelli,52,COR-17-B,1182.78
SCR-57587-A,Correia Dentada NGK - Onix,NGK,44,COR-4-A,309.39
SCR-73415-A,Lâmpada H4 Nakata - Onix,Nakata,140,COR-3-C,107.45
SCR-33566-A,Pastilha de Freio Magneti Marelli - Compass,Magneti Marelli,121,COR-19-C,275.76
SCR-26865-B,Radiador Magneti Marelli - Corolla,Magneti Marelli,134,COR-10-B,16.89
SCR-62249-X,Cabo de Vela Nakata - Fiat Uno,Nakata,31,COR-4-A,888.53
SCR-16476-A,Disco de Freio Nakata - Gol G5,Nakata,45,COR-18-B,614.22
SCR-78659-B,Pastilha de Freio Fram - HB20,Fram,144,COR-11-A,879.8
SCR-89293-B,Bomba d'Água Magneti Marelli - HB20,Magneti Marelli,11,COR-18-C,324.04
SCR-16605-A,Pivô de Suspensão NGK - Compass,NGK,39,COR-17-A,676.78
SCR-50825-X,Pivô de Suspensão Magneti Marelli - Onix,Magneti Marelli,23,COR-3-C,441.27
SCR-45200-X,Cabo de Vela Nakata - Fiat Uno,Nakata,67,COR-18-C,697.76
SCR-26395-X,Sensor de Oxigênio Fram - Corolla,Fram,115,COR-8-C,381.09
SCR-22654-B,Palheta Cofap - Corolla,Cofap,28,COR-1-C,968.33
